Depth,DepthTo,HorizonNum,Matrix,Mottle_1,Humose,Roots,BoundaryDistinct_Text,BoundaryDistinct_Percent,BoundaryDistinct,Total_Nitrogen,pH_H2O,Exchangeable_K,Exchangeable_Mg,BaseSaturation,TextureClass,series_id,BoundaryShape_Text,BoundaryShape_Description,StoneAbundance_Text,StoneAbundance_Percent,StoneAbundance,StoneSize_Text,StoneSize_Description,StoneSize,OrganicCarbon,CEC,Exchangeable_Ca,StoneShape_Text,StructureType_Text,Sand,Silt,Clay,Plasticity_Text,Plasticity_Description,StructureGrade_Text,StructureSize_Text,StructureSize_Percent,StructureSize,RootSize_Description,RootSize_Text,RootSize,RootAbundance_Text,RootAbundance_NumPer100,RootAbundance,CaCO3_Percent,CaCO3_Text,Stickiness_Text,Stickiness_Description,StructureStrength_Text,StructureStrength_Description,PackingDensity_Text,PackingDensity_Percent,PackingDensity,Total_Carbon,LossOnIgnition,Exchangeable_Na,StoneType_Text,MottleAbundanceText1,MottleAbundancePercent1,MottleAbundance1,MottleSharpnessText1,MottleSharpnessPercent1,MottleSharpness1,MottleSizeText1,MottleSizePercent1,MottleSize1,MottleContrast1,Texture,MottleSizeText2,MottleSizePercent2,MottleSize2,MottleAbundanceText2,MottleAbundancePercent2,MottleAbundance2,MottleSharpnessText2,MottleSharpnessPercent2,MottleSharpness2,MottleContrast2
35,50.0,2,10YR54,5YR54,0,1,Clear,2-5 cm,C 2-5 cm,0.094999998807907,6.7800002098083,0.13435105979443,0.33111956715584,88.0,Loam,1126NI,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.82099997997284,6.3021836280823,4.9969840049744,Sub angular,Sub-angular blocky,43.0,38.0,19.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Medium to coarse,10-50mm,MC 10-50mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.94099998474121,,0.082000002264977,Siliceous stones,Few,2-5 %,F 2-5 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Distinct,Coarse loamy,,,,,,,,,,
50,75.0,3,75YR54,5YR46,0,1,Clear,2-5 cm,C 2-5 cm,0.037000000476837,6.960000038147,0.040315769612789,0.17227587103844,100.0,Loam,1126NI,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.11100000143051,1.2024677991867,2.1816737651825,Sub rounded,Angular blocky,48.0,38.0,14.0,Non-plastic,No wire is formable,Weak,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.18500000238419,,0.082000002264977,Siliceous stones,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Prominent,Coarse loamy,Fine,2-6mm,F 2-6mm,Few,2-5 %,F 2-5 %,0.5-2 mm,Clear,C 0.5-2 mm,Faint
75,100.0,4,5YR53,5YR46,0,0,,,,0.034000001847744,6.9000000953674,0.086544886231422,0.21209879219532,100.0,Loam,1126NI,,,Many,15-40 %,M 15-40 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.075000002980232,1.2013440132141,2.3293058872223,Sub angular,Angular blocky,47.0,39.0,14.0,Non-plastic,No wire is formable,Weak,Fine,5-10mm,FI 5-10mm,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.11100000143051,,0.082000002264977,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Coarse loamy,Fine,2-6mm,F 2-6mm,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Distinct
0,20.0,1,10YR42,75YR44,0,1,Clear,2-5 cm,C 2-5 cm,0.42770001292229,5.8870000839233,1.5076755285263,2.0866158008575,100.0,Silty Clay,1130CC,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,2-6 cm,Coarse gravels,C 2-6 cm,3.4567000865936,11.087470054626,7.7738008499146,Flat/platy,Angular blocky,11.0,48.0,41.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Fine,5-10mm,FI 5-10mm,Coarse,> 5 mm,C > 5 mm,Few,2-5,F 2-5,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,4.083300113678,,0.24541050195694,Slate,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
20,35.0,2,10YR44,10YR42,0,1,Abrupt,0-2 cm,A 0-2 cm,0.2563000023365,5.6570000648499,0.72228252887726,1.3801651000977,91.0,Silty Clay,1130CC,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 cm,Coarse gravels,C 2-6 cm,1.883299946785,7.5312080383301,4.6011180877686,Flat/platy,Angular blocky,10.0,47.0,43.0,Non-plastic,No wire is formable,Moderate,Medium,10-20mm,ME 10-20mm,Coarse,> 5 mm,C > 5 mm,Few,2-5,F 2-5,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.4300000667572,,0.15407513082027,Slate,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Distinct,Fine loamy,Fine,2-6mm,F 2-6mm,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Prominent
35,60.0,3,75YR46,,0,1,Gradual,5-15 cm,G 5-15 cm,0.15770000219345,5.4270000457764,0.37441262602806,0.94776141643524,65.0,Silty Clay Loam,1130CC,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.82770001888275,6.0350370407104,2.4971475601196,Flat/platy,Angular blocky,12.0,51.0,37.0,Non-plastic,No wire is formable,Moderate,Very fine,< 5mm,VF < 5mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.6467000246048,,0.12552914023399,Slate,,,,,,,,,,,Fine loamy,,,,,,,,,,
60,,4,10YR54,,0,1,,,,0.094700001180172,5.3099999427795,0.27630719542503,0.42925649881363,73.0,Clay Loam,1130CC,,,Abundant,40-80 %,A 40-80 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.46770000457764,2.7433941364288,1.2072548866272,Flat/platy,Massive ,36.0,32.0,32.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.80169999599457,,0.079999998211861,Slate,,,,,,,,,,,Fine loamy,,,,,,,,,,
0,24.0,1,10YR42,,0,1,Clear,2-5 cm,C 2-5 cm,0.2509999871254,6.7300000190735,0.095002315938473,0.83533936738968,95.0,Loam,1130CM,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,1.7933000326157,16.428121566772,14.658239364624,Sub rounded,Sub-angular blocky,50.0,31.0,19.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,,,,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Weak to moderate,Show weak and moderate properties,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.0566999912262,,0.079999998211861,Sandstone,None,0 %,N 0 %,,,,,,,,Fine loamy,,,,None,0 %,N 0 %,,,,
24,41.0,2,10YR43,75YR46,0,1,Gradual,5-15 cm,G 5-15 cm,0.10000000149012,7.4470000267029,0.076203271746635,0.49654313921928,93.0,Loam,1130CM,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.55599999427795,11.711521148682,10.281383514404,Sub rounded,Sub-angular blocky,47.0,31.0,22.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,Moderate,Coarse,20-50mm,CO 20-50mm,Fine,0.5-2 mm,F 0.5-2 mm,,,,0,No reaction,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",Weak to moderate,Show weak and moderate properties,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.77929997444153,,0.079999998211861,Sandstone,Common,5-15 %,C 5-15 %,> 2 mm,Diffuse,D > 2 mm,Medium,6-20mm,M 6-20mm,Faint,Fine loamy,,,,None,0 %,N 0 %,,,,
41,56.0,3,10YR44,10YR42,0,1,Gradual,5-15 cm,G 5-15 cm,0.067299999296665,7.5729999542236,0.083503514528275,0.40068751573563,100.0,Loam,1130CM,Irregular,Pockets more deep than wide,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.37900000810623,10.10413646698,9.9603834152222,Sub rounded,Sub-angular blocky,44.0,32.0,24.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,Moderate,Coarse,20-50mm,CO 20-50mm,Fine,0.5-2 mm,F 0.5-2 mm,,,,0,No reaction,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.55930000543594,,0.079999998211861,Limestone,Common,5-15 %,C 5-15 %,> 2 mm,Diffuse,D > 2 mm,Medium,6-20mm,M 6-20mm,Faint,Fine loamy,,,,,,,,,,
56,104.0,4,25Y53,,0,1,,,,0.026699999347329,8.4469995498657,0.070195816457272,0.39949926733971,100.0,Loam/Sandy Loam,1130CM,,,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,0.38330000638962,11.343063354492,30.073276519775,Sub rounded,Sub-angular blocky,52.0,32.0,16.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,Weak,Coarse,20-50mm,CO 20-50mm,Fine,0.5-2 mm,F 0.5-2 mm,,,,5-15 %,Strongly visible,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,6.2632999420166,,0.079999998211861,Limestone,None,0 %,N 0 %,,,,,,,,Fine loamy,,,,,,,,,,
0,28.0,1,10YR34,5YR46,0,1,Clear,2-5 cm,C 2-5 cm,0.15800000727177,5.3600001335144,0.11765948683023,0.60722851753235,78.0,Clay Loam,1130DG,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,2-6 cm,Coarse gravels,C 2-6 cm,2.7000000476837,8.8743295669556,6.118175983429,Sub angular,Sub-angular blocky,29.0,37.0,34.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,3.3800001144409,,0.082000002264977,Siliceous stones,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Coarse silty,,,,,,,,,,
28,45.0,2,75YR46,75YR58,0,1,Clear,2-5 cm,C 2-5 cm,0.15800000727177,5.9800000190735,0.037417124956846,0.30759307742119,96.0,Clay Loam,1130DG,Broken,Discontinuous,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,0.88999998569489,6.9651832580566,6.2889332771301,Sub angular,Sub-angular blocky,31.0,41.0,28.0,Non-plastic,No wire is formable,Moderate,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.1000000238419,,0.082000002264977,Siliceous stones,Few,2-5 %,F 2-5 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Faint,Coarse silty,,,,,,,,,,
45,65.0,3,75YR58,None,0,1,Abrupt,0-2 cm,A 0-2 cm,0.15099999308586,5.9499998092651,0.05107756704092,0.24855993688107,96.0,Sandy Clay Loam,1130DG,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,0.73199999332428,4.513653755188,3.9553136825562,Angular,Sub-angular blocky,53.0,23.0,24.0,Non-plastic,No wire is formable,Weak,Medium to coarse,10-50mm,MC 10-50mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,1.2300000190735,,0.082000002264977,Shale,,,,,,,,,,,Fine silty,,,,,,,,,,
65,70.0,4,10YR54,5YR58,0,1,Abrupt,0-2 cm,A 0-2 cm,0.125,5.9200000762939,0.040047418326139,0.45197653770447,94.0,Clay Loam,1130DG,Smooth,Nearly plane surface,Abundant,40-80 %,A 40-80 %,2-6 cm,Coarse gravels,C 2-6 cm,0.3129999935627,5.3370633125305,4.4419050216675,Angular,Massive ,25.0,46.0,29.0,Non-plastic,No wire is formable,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.60500001907349,,0.082000002264977,Shale,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Prominent,Fine silty,,,,,,,,,,
0,10.0,1,10YR33,None,0,1,Abrupt,0-2 cm,A 0-2 cm,0.64200001955032,6.039999961853,0.31956419348717,0.90914165973663,79.0,Sandy Loam,1130GT,Smooth,Nearly plane surface,Very few,0-2 %,VF 0-2 %,2-6 mm,Fine gravels,F 2-6 mm,6.2300000190735,17.604539871216,12.51167011261,Sub angular,Crumbly,58.0,30.0,12.0,Non-plastic,No wire is formable,Moderate,,,,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,8.1700000762939,,0.10694679617882,Sandstone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
10,30.0,2,10YR53,75YR44,0,1,Gradual,5-15 cm,G 5-15 cm,0.16400000452995,6.0,0.14845307171345,0.30042609572411,62.0,Sandy Loam,1130GT,Wavy,Pockets less deep than wide,Abundant,40-80 %,A 40-80 %,2-6 mm,Fine gravels,F 2-6 mm,1.4900000095367,7.4994597434998,4.1327466964722,Sub angular,Sub-angular blocky,56.0,35.0,9.0,Non-plastic,No wire is formable,Strong,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Strong,Aggregates are clearly visible in situ and there is prominent arrangement of material. When disturbed it breaks into distinct whole aggregates.,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,2.1900000572205,,0.082000002264977,Sandstone,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Distinct,Coarse loamy,,,,,,,,,,
30,70.0,3,75YR43,75YR46,0,1,Gradual,5-15 cm,G 5-15 cm,0.039000000804663,5.8699998855591,0.052898585796356,0.080040715634823,29.0,Sandy Loam,1130GT,Wavy,Pockets less deep than wide,Abundant,40-80 %,A 40-80 %,2-6 mm,Fine gravels,F 2-6 mm,0.14300000667572,2.7570762634277,0.59134656190872,Sub angular,Sub-angular blocky,63.0,31.0,6.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Very few,1-20,V 1-20,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.42800000309944,,0.082000002264977,Sandstone,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Distinct,Coarse loamy,,,,,,,,,,
70,110.0,4,10YR43,None,0,0,,,,0.024000000208616,5.960000038147,0.035610232502222,0.034463036805391,11.0,Sandy Loam,1130GT,,,Abundant,40-80 %,A 40-80 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.096000000834465,3.0144038200378,0.18004603683949,Sub angular,Massive ,70.0,27.0,3.0,Non-plastic,No wire is formable,,,,,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.16899999976158,,0.082000002264977,Sandstone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
0,27.0,1,10YR33,75YR46,0,1,Clear,2-5 cm,C 2-5 cm,0.56430000066757,6.4299998283386,0.98922610282898,2.5792026519775,100.0,Silty Clay Loam,1130KC,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,2-6 cm,Coarse gravels,C 2-6 cm,4.3499999046326,19.540761947632,16.720790863037,Flat/platy,Sub-angular blocky,14.0,50.0,36.0,Non-plastic,No wire is formable,Moderate,Very fine to fine,< 10mm,FF < 10mm,Coarse,> 5 mm,C > 5 mm,Few,2-5,F 2-5,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.8533000946045,,0.26130771636963,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
27,47.0,2,10YR44,75YR58,0,1,Gradual,5-15 cm,G 5-15 cm,0.24300000071526,6.6370000839233,0.81646537780762,1.1826139688492,94.0,Silty Clay Loam,1130KC,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,2-6 cm,Coarse gravels,C 2-6 cm,1.75,12.858981132507,9.8608045578003,Flat/platy,Prismatic,12.0,52.0,36.0,Non-plastic,No wire is formable,Moderate,Medium,20-50mm,ME 20-50mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.3833000659943,,0.18287646770477,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Very Fine,< 2mm,VF <2mm,Distinct,Fine loamy,,,,,,,,,,
47,63.0,3,75YR44,75YR56,0,1,Abrupt,0-2 cm,A 0-2 cm,0.15500000119209,6.5229997634888,0.50884747505188,0.72788220643997,100.0,Silt Loam,1130KC,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,2-6 cm,Coarse gravels,C 2-6 cm,0.84270000457764,9.8929271697998,8.2454442977905,Flat/platy,Angular blocky,20.0,55.0,25.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.5533000230789,,0.60554826259613,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Faint,Clayey,,,,,,,,,,
63,,4,,,0,0,,,,,,,,,,1130KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28.0,1,10YR33,None,1,1,Abrupt,0-2 cm,A 0-2 cm,0.34099999070168,5.9000000953674,0.27926409244537,1.0089117288589,90.0,Sandy Loam,1130LB,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,3.6700000762939,11.93927192688,9.3022155761719,Flat/platy,Sub-angular blocky,57.0,30.0,13.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.6399998664856,,0.14086827635765,Quartzite,,,,,,,,,,,Coarse loamy,,,,,,,,,,
28,45.0,2,10YR54,75YR46,0,1,Clear,2-5 cm,C 2-5 cm,0.097999997437,6.0900001525879,0.10829620063305,0.34072333574295,100.0,Sandy Loam,1130LB,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,0.65299999713898,3.1589767932892,3.3718030452728,Sub angular,Sub-angular blocky,53.0,38.0,9.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.25,,0.082000002264977,Quartzite,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Distinct,Fine silty,,,,,,,,,,
45,60.0,3,25Y53,75YR56,0,1,Clear,2-5 cm,C 2-5 cm,0.046000000089407,6.0100002288818,0.083717152476311,0.13933333754539,70.0,Sandy Loam,1130LB,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.32499998807907,2.7666771411896,1.6332722902298,Sub angular,Massive ,57.0,36.0,7.0,Non-plastic,No wire is formable,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.625,,0.082000002264977,Gneiss,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Prominent,Sandy,,,,,,,,,,
60,80.0,4,25Y43,None,0,0,Abrupt,0-2 cm,A 0-2 cm,0.021999999880791,6.1399998664856,0.10122085362673,0.050223659723997,93.0,Sandy Loam,1130LB,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,0.061000000685453,1.2367241382599,0.92077720165253,Angular,Massive ,68.0,24.0,8.0,Non-plastic,No wire is formable,,,,,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.28999999165535,,0.082000002264977,Gneiss,,,,,,,,,,,Coarse loamy,,,,,,,,,,
80,100.0,5,10YR53,5YR44,0,0,,,,0.020999999716878,6.1999998092651,0.069391012191772,0.080250546336174,100.0,Sandy Loam,1130LB,,,None,0 %,N 0 %,,,,0.045000001788139,0.53762948513031,0.69580948352814,,Massive ,69.0,26.0,5.0,Non-plastic,No wire is formable,,,,,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.195999994874,,0.082000002264977,,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Coarse,> 20mm,A >20mm,Prominent,Coarse silty,,,,,,,,,,
0,20.0,1,75YR44,5YR46,0,1,Clear,2-5 cm,C 2-5 cm,0.32199999690056,5.6100001335144,0.34188601374626,0.36144599318504,75.0,Loam,1130MF,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,2.9800000190735,10.820291519165,7.2127199172974,Sub angular,Crumbly,42.0,34.0,24.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,3.2200000286102,,0.17802800238132,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
20,35.0,2,75YR43,None,0,1,Gradual,5-15 cm,G 5-15 cm,0.14499999582767,6.5300002098083,0.16830199956894,0.17341899871826,79.0,Loam,1130MF,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,0.94400000572205,9.8481569290161,7.3762898445129,Angular,Angular blocky,40.0,35.0,25.0,Non-plastic,No wire is formable,Strong,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.210000038147,,0.088876903057098,Chert,,,,,,,,,,,Fine loamy,,,,,,,,,,
